State,FIPS,County,pop,landAreakm2,waterAreakm2,totalAreakm2,lat,long,States_full
TX,48187,Guadalupe,131533,1842.2579999999998,9.104,1851.362,+29.583208°,–97.949027°,Texas
TX,48189,Hale,36273,2602.116,0.247,2602.362,+34.068436°,–101.822888°,Texas
TX,48191,Hall,3353,2288.234,53.366,2341.6,+34.453189°,–100.576343°,Texas
TX,48193,Hamilton,8517,2165.008,1.239,2166.246,+31.706982°,–98.111794°,Texas
TX,48195,Hansford,5613,2382.297,1.548,2383.845,+36.272847°,–101.356930°,Texas
TX,48197,Hardeman,4139,1800.3370000000002,4.549,1804.886,+34.289904°,–99.745697°,Texas
TX,48199,Hardin,54635,2306.5589999999997,18.091,2324.65,+30.329612°,–94.393149°,Texas
TX,48201,Harris,4092459,4411.987,191.672,4603.659000000001,+29.857273°,–95.393037°,Texas
TX,48203,Harrison,65631,2330.862,40.929,2371.791,+32.547993°,–94.374425°,Texas
TX,48205,Hartley,6062,3786.6479999999997,3.024,3789.672,+35.840244°,–102.610047°,Texas
TX,48207,Haskell,5899,2339.099,18.471,2357.57,+33.175965°,–99.730773°,Texas
TX,48209,Hays,157107,1755.955,5.038,1760.993,+30.061225°,–98.029267°,Texas
TX,48211,Hemphill,3807,2347.27,15.206,2362.476,+35.816237°,–100.284807°,Texas
TX,48213,Henderson,78532,2262.9970000000003,193.170,2456.167,+32.211633°,–95.853418°,Texas
TX,48215,Hidalgo,774769,4068.522,31.191,4099.713,+26.396384°,–98.180990°,Texas
TX,48217,Hill,35089,2483.445,69.557,2553.0029999999997,+31.982240°,–97.129886°,Texas
TX,48219,Hockley,22935,2352.724,0.446,2353.17,+33.605932°,–102.343398°,Texas
TX,48221,Hood,51182,1089.4560000000001,41.925,1131.381,+32.430149°,–97.831677°,Texas
TX,48223,Hopkins,35161,1986.9720000000002,66.297,2053.269,+33.148959°,–95.565194°,Texas
TX,48225,Houston,23732,3188.04,14.674,3202.7140000000004,+31.323036°,–95.421600°,Texas
TX,48227,Howard,35012,2333.038,8.842,2341.88,+32.303583°,–101.438530°,Texas
TX,48229,Hudspeth,3476,11838.792,2.191,11840.983,+31.450868°,–105.377549°,Texas
TX,48231,Hunt,86129,2176.4139999999998,108.015,2284.429,+33.123438°,–96.083807°,Texas
TX,48233,Hutchinson,22150,2298.404,19.512,2317.916,+35.837047°,–101.362746°,Texas
TX,48235,Irion,1599,2723.535,0.176,2723.711,+31.303424°,–100.981304°,Texas
TX,48237,Jack,9044,2358.603,24.513,2383.116,+33.232277°,–98.171902°,Texas
TX,48239,Jackson,14075,2148.225,71.061,2219.2870000000003,+28.959802°,–96.589080°,Texas
TX,48241,Jasper,35710,2431.598,79.908,2511.505,+30.752932°,–94.022294°,Texas
TX,48243,Jeff Davis,2342,5865.170999999999,0.206,5865.3769999999995,+30.617087°,–104.187860°,Texas
TX,48245,Jefferson,252273,2269.594,612.154,2881.748,+29.854000°,–94.149331°,Texas
TX,48247,Jim Hogg,5300,2942.5840000000003,0.093,2942.677,+27.041212°,–98.700127°,Texas
TX,48249,Jim Wells,40838,2240.251,8.740,2248.991,+27.733516°,–98.090814°,Texas
TX,48251,Johnson,150934,1876.943,25.309,1902.2520000000002,+32.379511°,–97.364823°,Texas
TX,48253,Jones,20202,2404.944,22.229,2427.174,+32.743709°,–99.874430°,Texas
TX,48255,Karnes,14824,1936.16,15.519,1951.68,+28.907618°,–97.860767°,Texas
TX,48257,Kaufman,103350,2022.001,69.830,2091.831,+32.598944°,–96.288378°,Texas
TX,48259,Kendall,33410,1715.746,1.497,1717.2420000000002,+29.944524°,–98.711094°,Texas
TX,48261,Kenedy,416,3777.054,"1,262.538",5039.590999999999,+26.890232°,–97.591233°,Texas
TX,48263,Kent,808,2337.482,1.065,2338.547,+33.184780°,–100.769720°,Texas
TX,48265,Kerr,49625,2857.5809999999997,10.250,2867.8309999999997,+30.053928°,–99.351968°,Texas
TX,48267,Kimble,4607,3240.0409999999997,0.494,3240.535,+30.479472°,–99.746396°,Texas
TX,48269,King,286,2359.147,6.398,2365.545,+33.614159°,–100.250548°,Texas
TX,48271,Kinney,3598,3522.526,13.125,3535.651,+29.347087°,–100.417700°,Texas
TX,48273,Kleberg,32061,2282.578,541.041,2823.619,+27.438735°,–97.660620°,Texas
TX,48275,Knox,3719,2203.097,12.578,2215.675,+33.616657°,–99.747112°,Texas
TX,48277,Lamar,49793,2349.612,67.113,2416.725,+33.667263°,–95.570348°,Texas
TX,48279,Lamb,13977,2631.8979999999997,3.974,2635.8709999999996,+34.068862°,–102.348018°,Texas
TX,48281,Lampasas,19677,1846.247,2.833,1849.08,+31.196731°,–98.240889°,Texas
TX,48283,La Salle,6886,3850.511,19.539,3870.05,+28.351098°,–99.096774°,Texas
TX,48285,Lavaca,19263,2511.532,1.885,2513.4179999999997,+29.382578°,–96.923633°,Texas
TX,48287,Lee,16612,1629.1429999999998,13.169,1642.3110000000001,+30.321105°,–96.976365°,Texas
TX,48289,Leon,16801,2779.447,19.343,2798.79,+31.300493°,–95.995622°,Texas
TX,48291,Liberty,75643,3000.285,46.412,3046.697,+30.162189°,–94.822682°,Texas
TX,48293,Limestone,23384,2344.6839999999997,72.199,2416.883,+31.547543°,–96.593623°,Texas
TX,48295,Lipscomb,3302,2414.333,0.299,2414.632,+36.280200°,–100.272683°,Texas
TX,48297,Live Oak,11531,2692.801,101.484,2794.285,+28.351535°,–98.126961°,Texas
TX,48299,Llano,19301,2419.138,82.419,2501.5570000000002,+30.707585°,–98.684690°,Texas
TX,48301,Loving,82,1732.5079999999998,20.152,1752.66,+31.844936°,–103.561229°,Texas
TX,48303,Lubbock,278831,2319.591,13.212,2332.803,+33.611469°,–101.819944°,Texas
TX,48305,Lynn,5915,2309.925,4.170,2314.095,+33.178412°,–101.818493°,Texas
TX,48307,McCulloch,8283,2759.887,20.285,2780.172,+31.205477°,–99.359856°,Texas
TX,48309,McLennan,234906,2686.08,59.906,2745.986,+31.549493°,–97.201472°,Texas
TX,48311,McMullen,707,2951.1,44.960,2996.06,+28.384922°,–98.578853°,Texas
TX,48313,Madison,13664,1207.103,16.494,1223.597,+30.966878°,–95.930372°,Texas
TX,48315,Marion,10546,986.4760000000001,102.155,1088.63,+32.797757°,–94.357673°,Texas
TX,48317,Martin,4799,2369.694,1.932,2371.626,+32.309830°,–101.961836°,Texas
TX,48319,Mason,4012,2405.589,8.834,2414.423,+30.703232°,–99.237608°,Texas
TX,48321,Matagorda,36702,2849.7009999999996,"1,326.680",4176.38,+28.783341°,–95.997755°,Texas
TX,48323,Maverick,54258,3313.264,32.426,3345.69,+28.745217°,–100.311368°,Texas
TX,48325,Medina,46006,3432.656,23.769,3456.426,+29.353661°,–99.111085°,Texas
TX,48327,Menard,2242,2336.246,0.614,2336.86,+30.883707°,–99.854936°,Texas
TX,48329,Midland,136872,2331.765,4.534,2336.299,+31.870896°,–102.024326°,Texas
TX,48331,Milam,24757,2633.837,12.539,2646.3759999999997,+30.791242°,–96.984395°,Texas
TX,48333,Mills,4936,1937.987,3.903,1941.89,+31.494889°,–98.594623°,Texas
TX,48335,Mitchell,9403,2359.712,12.490,2372.202,+32.303781°,–100.924580°,Texas
TX,48337,Montague,19719,2411.035,19.087,2430.1220000000003,+33.676289°,–97.724747°,Texas
TX,48339,Montgomery,455746,2698.0809999999997,91.023,2789.103,+30.302364°,–95.503523°,Texas
TX,48341,Moore,21904,2330.189,25.718,2355.907,+35.835676°,–101.890502°,Texas
TX,48343,Morris,12934,652.637,17.394,670.0310000000001,+33.116466°,–94.731265°,Texas
TX,48345,Motley,1210,2562.955,0.643,2563.598,+34.058383°,–100.793696°,Texas
TX,48347,Nacogdoches,64524,2451.52,89.746,2541.266,+31.620560°,–94.620250°,Texas
TX,48349,Navarro,47735,2614.923,197.639,2812.562,+32.048450°,–96.476908°,Texas
TX,48351,Newton,14445,2418.212,15.672,2433.885,+30.786718°,–93.739250°,Texas
TX,48353,Nolan,15216,2362.062,5.053,2367.114,+32.312338°,–100.418108°,Texas
TX,48355,Nueces,340223,2171.658,847.226,3018.885,+27.739406°,–97.521643°,Texas
TX,48357,Ochiltree,10223,2376.6420000000003,1.332,2377.974,+36.278744°,–100.815864°,Texas
TX,48359,Oldham,2052,3886.363,2.338,3888.7009999999996,+35.401921°,–102.597620°,Texas
TX,48361,Orange,81837,864.198,118.780,982.977,+30.120918°,–93.893358°,Texas
TX,48363,Palo Pinto,28111,2465.127,87.328,2552.455,+32.752210°,–98.317974°,Texas
TX,48365,Panola,23796,2076.521,50.645,2127.166,+32.163978°,–94.305156°,Texas
TX,48367,Parker,116927,2339.998,17.136,2357.134,+32.777096°,–97.805905°,Texas
TX,48369,Parmer,10269,2281.2039999999997,11.344,2292.549,+34.532163°,–102.784853°,Texas
TX,48371,Pecos,15507,12338.306,2.532,12340.839,+30.770894°,–102.719860°,Texas
TX,48373,Polk,45413,2737.8579999999997,136.147,2874.006,+30.784553°,–94.837338°,Texas
TX,48375,Potter,121073,2352.667,35.275,2387.942,+35.398675°,–101.893804°,Texas
TX,48377,Presidio,7818,9985.017,1.773,9986.79,+30.005891°,–104.261619°,Texas
TX,48379,Rains,10914,594.278,76.082,670.36,+32.870580°,–95.795440°,Texas
TX,48381,Randall,120725,2360.887,28.192,2389.0789999999997,+34.962529°,–101.895547°,Texas
TX,48383,Reagan,3367,3044.0159999999996,1.793,3045.809,+31.372895°,–101.513901°,Texas
TX,48385,Real,3309,1810.906,2.346,1813.2520000000002,+29.823030°,–99.805303°,Texas
TX,48387,Red River,12860,2684.724,52.208,2736.9320000000002,+33.619626°,–95.048429°,Texas
TX,48389,Reeves,13783,6825.588000000001,17.397,6842.985,+31.308366°,–103.712706°,Texas
TX,48391,Refugio,7383,1995.441,123.799,2119.24,+28.312496°,–97.160479°,Texas
TX,48393,Roberts,929,2393.299,0.347,2393.645,+35.836216°,–100.807555°,Texas
TX,48395,Robertson,16622,2216.209,25.046,2241.255,+31.025481°,–96.514941°,Texas
TX,48397,Rockwall,78337,329.02099999999996,56.154,385.175,+32.889216°,–96.407501°,Texas
TX,48399,Runnels,10501,2721.934,15.930,2737.864,+31.833311°,–99.967856°,Texas
TX,48401,Rusk,53330,2393.218,37.244,2430.462,+32.109423°,–94.756382°,Texas
TX,48403,Sabine,10834,1272.695,220.821,1493.516,+31.343300°,–93.851913°,Texas
TX,48405,San Augustine,8865,1374.396,159.647,1534.043,+31.382449°,–94.163180°,Texas
TX,48407,San Jacinto,26384,1474.332,151.949,1626.281,+30.574218°,–95.162852°,Texas
TX,48409,San Patricio,64804,1796.029,37.539,1833.568,+28.011782°,–97.517165°,Texas
TX,48411,San Saba,6131,2940.405,8.072,2948.4770000000003,+31.155138°,–98.819292°,Texas
TX,48413,Schleicher,3461,3394.5170000000003,0.087,3394.6040000000003,+30.896233°,–100.527216°,Texas
TX,48415,Scurry,16921,2345.0879999999997,5.440,2350.528,+32.744462°,–100.913399°,Texas
TX,48417,Shackelford,3378,2367.99,3.268,2371.258,+32.743788°,–99.347045°,Texas
TX,48419,Shelby,25448,2060.551,101.096,2161.6479999999997,+31.790137°,–94.142565°,Texas
TX,48421,Sherman,3034,2390.651,0.429,2391.0789999999997,+36.277628°,–101.894716°,Texas
TX,48423,Smith,209714,2386.556,73.212,2459.768,+32.377093°,–95.269630°,Texas
TX,48425,Somervell,8490,482.93699999999995,14.223,497.16,+32.217942°,–97.769211°,Texas
TX,48427,Starr,60968,3168.0190000000002,15.302,3183.321,+26.546335°,–98.715803°,Texas
TX,48429,Stephens,9630,2322.493,64.134,2386.627,+32.731531°,–98.840081°,Texas
TX,48431,Sterling,1143,2391.728,0.167,2391.895,+31.835774°,–101.054911°,Texas
TX,48433,Stonewall,1490,2373.241,10.178,2383.4179999999997,+33.179580°,–100.253807°,Texas
TX,48435,Sutton,4128,3765.651,1.277,3766.928,+30.517865°,–100.505395°,Texas
TX,48437,Swisher,7854,2305.502,27.279,2332.781,+34.530460°,–101.732852°,Texas
TX,48439,Tarrant,1809034,2236.736,100.223,2336.959,+32.772040°,–97.291291°,Texas
TX,48441,Taylor,131506,2371.268,9.721,2380.989,+32.295684°,–99.893220°,Texas
TX,48443,Terrell,984,6107.258000000001,0.106,6107.3640000000005,+30.232332°,–102.072539°,Texas
TX,48445,Terry,12651,2302.083,5.444,2307.527,+33.171229°,–102.339284°,Texas
TX,48447,Throckmorton,1641,2363.499,7.586,2371.085,+33.170712°,–99.206137°,Texas
TX,48449,Titus,32334,1051.6760000000002,50.736,1102.411,+33.214599°,–94.966783°,Texas
TX,48451,Tom Green,110224,3941.89,48.105,3989.994,+31.401583°,–100.461355°,Texas
TX,48453,Travis,1024266,2564.612,84.967,2649.58,+30.239513°,–97.691270°,Texas
TX,48455,Trinity,14585,1796.435,52.733,1849.1689999999999,+31.087483°,–95.153291°,Texas
TX,48457,Tyler,21766,2394.446,28.806,2423.252,+30.769579°,–94.379449°,Texas
TX,48459,Upshur,39309,1509.826,24.998,1534.8239999999998,+32.735878°,–94.941649°,Texas
TX,48461,Upton,3355,3215.013,0.464,3215.478,+31.353849°,–102.042013°,Texas
TX,48463,Uvalde,26405,4019.52,17.322,4036.843,+29.350340°,–99.761074°,Texas
TX,48465,Val Verde,48879,8144.8640000000005,227.711,8372.575,+29.884961°,–101.146646°,Texas
TX,48467,Van Zandt,52579,2182.2110000000002,44.167,2226.3779999999997,+32.558948°,–95.836391°,Texas
TX,48469,Victoria,86793,2284.739,17.334,2302.073,+28.796370°,–96.971198°,Texas
TX,48471,Walker,67861,2030.9879999999998,44.898,2075.886,+30.743090°,–95.569888°,Texas
TX,48473,Waller,43205,1329.7779999999998,11.366,1341.144,+30.013578°,–95.982102°,Texas
TX,48475,Ward,10658,2164.2,0.624,2164.824,+31.513069°,–103.105113°,Texas
TX,48477,Washington,33718,1564.2320000000002,46.094,1610.3270000000002,+30.215075°,–96.410272°,Texas
TX,48479,Webb,250304,8706.199,36.538,8742.737,+27.770584°,–99.326641°,Texas
TX,48481,Wharton,41280,2813.115,21.289,2834.4040000000005,+29.278481°,–96.229675°,Texas
TX,48483,Wheeler,5410,2368.604,2.481,2371.085,+35.392593°,–100.253107°,Texas
TX,48485,Wichita,131500,1625.933,13.831,1639.764,+33.991103°,–98.716851°,Texas
TX,48487,Wilbarger,13535,2514.474,18.258,2532.732,+34.084920°,–99.242440°,Texas
TX,48489,Willacy,22134,1529.529,501.716,2031.244,+26.481092°,–97.584224°,Texas
TX,48491,Williamson,422679,2896.3909999999996,41.793,2938.184,+30.649030°,–97.605069°,Texas
TX,48493,Wilson,42918,2081.658,12.116,2093.774,+29.174303°,–98.085899°,Texas
TX,48495,Winkler,7110,2178.456,0.414,2178.87,+31.831416°,–103.055986°,Texas
TX,48497,Wise,59127,2342.4429999999998,47.039,2389.481,+33.219095°,–97.653997°,Texas
TX,48499,Wood,41964,1671.149,130.754,1801.9029999999998,+32.783588°,–95.382166°,Texas
TX,48501,Yoakum,7879,2071.235,0.034,2071.269,+33.172397°,–102.823771°,Texas
TX,48503,Young,18550,2368.46,42.452,2410.9120000000003,+33.158787°,–98.678267°,Texas
TX,48505,Zapata,14018,2585.876,154.371,2740.2470000000003,+26.996981°,–99.182603°,Texas
TX,48507,Zavala,11677,3360.2670000000003,11.210,3371.4770000000003,+28.864652°,–99.759830°,Texas
UT,49001,Beaver,6629,6707.758000000001,5.331,6713.089,+38.357535°,–113.238948°,Utah
UT,49003,Box Elder,49975,14880.907,"2,547.942",17428.849,+41.476021°,–113.052922°,Utah
UT,49005,Cache,112656,3016.8509999999997,21.265,3038.116,+41.734225°,–111.744581°,Utah
UT,49007,Carbon,21403,3829.2790000000005,15.774,3845.053,+39.670050°,–110.590357°,Utah
UT,49009,Daggett,1059,1805.168,61.462,1866.629,+40.890099°,–109.505786°,Utah
UT,49011,Davis,306479,773.832,868.123,1641.955,+41.037045°,–112.202123°,Utah
UT,49013,Duchesne,18607,8394.008,38.788,8432.796999999999,+40.289649°,–110.429830°,Utah
UT,49015,Emery,10976,11557.341,24.591,11581.931999999999,+39.009028°,–110.721111°,Utah
UT,49017,Garfield,5172,13403.503,85.795,13489.298,+37.831622°,–111.450886°,Utah
UT,49019,Grand,9225,9509.253,31.439,9540.692,+38.974326°,–109.573450°,Utah
UT,49021,Iron,46163,8538.364,11.394,8549.758,+37.882727°,–113.290059°,Utah
UT,49023,Juab,10246,8785.958,36.572,8822.53,+39.710827°,–112.794262°,Utah
UT,49025,Kane,7125,10334.644,306.368,10641.011999999999,+37.275118°,–111.815413°,Utah
UT,49027,Millard,12503,17022.501,661.655,17684.156000000003,+39.094540°,–113.525014°,Utah
UT,49029,Morgan,9469,1577.81,4.427,1582.2379999999998,+41.091027°,–111.577885°,Utah
UT,49031,Piute,1556,1962.6689999999999,20.528,1983.1970000000001,+38.335881°,–112.129376°,Utah
UT,49033,Rich,2264,2664.514,149.136,2813.65,+41.627598°,–111.240227°,Utah
UT,49035,Salt Lake,1029655,1922.501,168.570,2091.071,+40.667882°,–111.924244°,Utah
UT,49037,San Juan,14746,20253.676,293.096,20546.772,+37.623064°,–109.789320°,Utah
UT,49039,Sanpete,27822,4118.476,32.076,4150.552,+39.380588°,–111.570451°,Utah
UT,49041,Sevier,20802,4948.372,20.260,4968.6320000000005,+38.746825°,–111.811930°,Utah
UT,49043,Summit,36324,4847.71,26.571,4874.281,+40.872060°,–110.968486°,Utah
UT,49045,Tooele,58218,17978.018,892.841,18870.859,+40.467692°,–113.124015°,Utah
UT,49047,Uintah,32588,11602.351,56.187,11658.537,+40.125887°,–109.517748°,Utah
UT,49049,Utah,516564,5188.923,364.307,5553.23,+40.120409°,–111.668667°,Utah
UT,49051,Wasatch,23530,3044.533,78.954,3123.487,+40.334884°,–111.161568°,Utah
UT,49053,Washington,138115,6284.236999999999,9.308,6293.545,+37.262531°,–113.487800°,Utah
UT,49055,Wayne,2778,6373.121999999999,15.055,6388.177,+38.261229°,–110.990323°,Utah
UT,49057,Weber,231236,1492.0510000000002,215.752,1707.8029999999999,+41.270355°,–111.875879°,Utah
VT,50001,Addison,36821,1984.773,107.309,2092.083,+44.031248°,–73.141581°,Vermont
VT,50003,Bennington,37125,1748.191,6.932,1755.122,+43.035325°,–73.111460°,Vermont
VT,50005,Caledonia,31227,1680.549,22.463,1703.0120000000002,+44.468791°,–72.112168°,Vermont
VT,50007,Chittenden,156545,1389.731,214.245,1603.976,+44.460676°,–73.070525°,Vermont
VT,50009,Essex,6306,1718.711,30.291,1749.0020000000002,+44.724021°,–71.732736°,Vermont
VT,50011,Franklin,47746,1641.2910000000002,150.933,1792.224,+44.858964°,–72.909402°,Vermont
VT,50013,Grand Isle,6970,211.891,292.298,504.18800000000005,+44.801788°,–73.300758°,Vermont
VT,50015,Lamoille,24475,1188.278,12.661,1200.94,+44.603504°,–72.638356°,Vermont
VT,50017,Orange,28936,1779.4070000000002,13.552,1792.9589999999998,+44.003392°,–72.369687°,Vermont
VT,50019,Orleans,27231,1795.556,72.249,1867.806,+44.828442°,–72.251630°,Vermont
VT,50021,Rutland,61642,2408.225,38.744,2446.969,+43.580844°,–73.038196°,Vermont
VT,50023,Washington,59534,1779.9260000000002,21.213,1801.139,+44.274953°,–72.609475°,Vermont
VT,50025,Windham,44513,2033.931,33.056,2066.987,+42.999143°,–72.716335°,Vermont
VT,50027,Windsor,56670,2510.57,19.289,2529.859,+43.588143°,–72.591515°,Vermont
VA,51001,Accomack,33164,1164.1889999999999,"2,228.794",3392.9829999999997,+37.765944°,–75.757807°,Virginia
VA,51003,Albemarle,98970,1866.6,14.036,1880.636,+38.024184°,–78.553506°,Virginia
VA,51005,Alleghany,16250,1153.7269999999999,8.536,1162.263,+37.787905°,–80.008669°,Virginia
VA,51007,Amelia,12690,920.143,8.425,928.567,+37.336131°,–77.973218°,Virginia
VA,51009,Amherst,32353,1227.484,12.730,1240.215,+37.630362°,–79.147848°,Virginia
VA,51011,Appomattox,14973,863.745,3.205,866.949,+37.370725°,–78.810940°,Virginia
VA,51013,Arlington,207627,67.274,0.244,67.518,+38.878337°,–77.100703°,Virginia
VA,51015,Augusta,73750,2504.516,9.988,2514.504,+38.167807°,–79.146682°,Virginia
VA,51017,Bath,4731,1370.513,14.050,1384.5629999999999,+38.068988°,–79.732898°,Virginia
VA,51019,Bedford,68676,1950.315,42.044,1992.359,+37.312408°,–79.527947°,Virginia
VA,51021,Bland,6824,926.503,2.598,929.1010000000001,+37.130612°,–81.125853°,Virginia
VA,51023,Botetourt,33148,1401.707,12.196,1413.902,+37.553193°,–79.805318°,Virginia
VA,51025,Brunswick,17434,1466.382,8.318,1474.7,+36.764531°,–77.860916°,Virginia
VA,51027,Buchanan,24098,1302.149,2.798,1304.947,+37.268120°,–82.038151°,Virginia
VA,51029,Buckingham,17146,1501.305,10.099,1511.4029999999998,+37.573928°,–78.529169°,Virginia
VA,51031,Campbell,54842,1305.009,8.962,1313.971,+37.210151°,–79.095429°,Virginia
VA,51033,Caroline,28545,1366.2520000000002,24.233,1390.485,+38.030319°,–77.352348°,Virginia
VA,51035,Carroll,30042,1229.441,7.648,1237.089,+36.732426°,–80.728043°,Virginia
VA,51036,Charles City,7256,473.494,55.491,528.985,+37.361048°,–77.054171°,Virginia
VA,51037,Charlotte,12586,1230.9460000000001,5.828,1236.7730000000001,+37.014091°,–78.661424°,Virginia
VA,51041,Chesterfield,316236,1096.3339999999998,35.373,1131.7069999999999,+37.378434°,–77.585847°,Virginia
VA,51043,Clarke,14034,456.298,5.659,461.95599999999996,+39.115931°,–77.992004°,Virginia
VA,51045,Craig,5190,853.49,2.799,856.288,+37.473129°,–80.231734°,Virginia
VA,51047,Culpeper,46689,982.211,8.572,990.783,+38.485930°,–77.956476°,Virginia
VA,51049,Cumberland,10052,770.42,5.932,776.3510000000001,+37.520189°,–78.252836°,Virginia
VA,51051,Dickenson,15903,856.075,8.107,864.182,+37.137081°,–82.349208°,Virginia
VA,51053,Dinwiddie,28001,1304.619,9.002,1313.621,+37.073498°,–77.635492°,Virginia
VA,51057,Essex,11151,665.944,74.794,740.738,+37.939480°,–76.941871°,Virginia
VA,51059,Fairfax,1081726,1012.6039999999999,39.567,1052.172,+38.833743°,–77.276117°,Virginia
VA,51061,Fauquier,65203,1676.886,9.780,1686.665,+38.744103°,–77.821585°,Virginia
VA,51063,Floyd,15279,985.284,2.258,987.541,+36.931438°,–80.350309°,Virginia
VA,51065,Fluvanna,25691,740.75,10.731,751.4810000000001,+37.830606°,–78.284445°,Virginia
VA,51067,Franklin,56159,1788.195,54.707,1842.902,+36.992350°,–79.883959°,Virginia
VA,51069,Frederick,78305,1070.95,5.208,1076.1580000000001,+39.203637°,–78.263916°,Virginia
VA,51071,Giles,17286,921.4689999999999,12.017,933.4860000000001,+37.311930°,–80.717178°,Virginia
VA,51073,Gloucester,36858,564.117,181.749,745.8660000000001,+37.403541°,–76.523505°,Virginia
VA,51075,Goochland,21717,728.862,21.988,750.85,+37.724166°,–77.914273°,Virginia
VA,51077,Grayson,15533,1145.228,9.791,1155.018,+36.656303°,–81.225337°,Virginia
VA,51079,Greene,18403,404.676,1.707,406.38300000000004,+38.297981°,–78.470163°,Virginia
VA,51081,Greensville,12243,764.633,4.094,768.7260000000001,+36.680225°,–77.560261°,Virginia
VA,51083,Halifax,36241,2118.1929999999998,30.548,2148.741,+36.766461°,–78.939614°,Virginia
VA,51085,Hanover,99863,1213.503,13.649,1227.152,+37.760166°,–77.490992°,Virginia
VA,51087,Henrico,306935,605.2719999999999,29.035,634.307,+37.437521°,–77.300333°,Virginia
VA,51089,Henry,54151,990.2410000000001,5.299,995.54,+36.620593°,–79.980584°,Virginia
VA,51091,Highland,2321,1075.249,1.806,1077.055,+38.356672°,–79.567958°,Virginia
VA,51093,Isle of Wight,35270,817.432,122.289,939.721,+36.901418°,–76.707569°,Virginia
VA,51095,James City,67009,368.909,95.321,464.23,+37.324427°,–76.778319°,Virginia
VA,51097,King and Queen,6945,816.204,28.873,845.077,+37.720995°,–76.891090°,Virginia
VA,51099,King George,23584,465.256,21.035,486.29,+38.277179°,–77.162702°,Virginia
VA,51101,King William,15935,709.505,30.286,739.79,+37.708260°,–77.091054°,Virginia
VA,51103,Lancaster,11391,345.116,254.202,599.317,+37.703831°,–76.413199°,Virginia
VA,51105,Lee,25587,1127.987,4.898,1132.885,+36.702162°,–83.130334°,Virginia
VA,51107,Loudoun,312311,1335.297,14.445,1349.7420000000002,+39.081130°,–77.638857°,Virginia
VA,51109,Louisa,33153,1285.412,37.739,1323.151,+37.971681°,–77.959178°,Virginia
VA,51111,Lunenburg,12914,1118.0539999999999,1.795,1119.849,+36.945757°,–78.242313°,Virginia
VA,51113,Madison,13308,830.566,3.086,833.6510000000001,+38.412059°,–78.276961°,Virginia
VA,51115,Mathews,8978,222.555,430.024,652.5790000000001,+37.425348°,–76.268808°,Virginia
VA,51117,Mecklenburg,32727,1619.999,139.194,1759.193,+36.687256°,–78.368959°,Virginia
VA,51119,Middlesex,10959,337.49199999999996,208.378,545.871,+37.606828°,–76.527958°,Virginia
VA,51121,Montgomery,94392,1002.3610000000001,5.830,1008.191,+37.174885°,–80.387314°,Virginia
VA,51125,Nelson,15020,1219.51,8.934,1228.445,+37.790016°,–78.879394°,Virginia
VA,51127,New Kent,18429,543.197,35.592,578.789,+37.498974°,–76.993339°,Virginia
VA,51131,Northampton,12389,548.073,"1,511.612",2059.685,+37.302629°,–75.923868°,Virginia
VA,51133,Northumberland,12330,495.452,244.302,739.7539999999999,+37.856974°,–76.379687°,Virginia
VA,51135,Nottoway,15853,814.2719999999999,4.292,818.563,+37.143696°,–78.052162°,Virginia
VA,51137,Orange,33481,882.6239999999999,6.427,889.051,+38.250439°,–78.009980°,Virginia
VA,51139,Page,24042,805.113,8.338,813.451,+38.623751°,–78.490471°,Virginia
VA,51141,Patrick,18490,1251.212,7.165,1258.378,+36.667327°,–80.286141°,Virginia
VA,51143,Pittsylvania,63506,2509.5460000000003,23.917,2533.462,+36.821721°,–79.398502°,Virginia
VA,51145,Powhatan,28046,673.9689999999999,5.505,679.475,+37.549404°,–77.912855°,Virginia
VA,51147,Prince Edward,23368,906.3919999999999,10.040,916.433,+37.224881°,–78.432957°,Virginia
VA,51149,Prince George,35725,686.7489999999999,43.215,729.9639999999999,+37.187326°,–77.220993°,Virginia
VA,51153,Prince William,402002,871.2760000000001,31.269,902.546,+38.702332°,–77.478887°,Virginia
VA,51155,Pulaski,34872,828.428,25.216,853.6439999999999,+37.063385°,–80.713444°,Virginia
VA,51157,Rappahannock,7373,689.525,2.069,691.5939999999999,+38.684522°,–78.168824°,Virginia
VA,51159,Richmond,9254,495.963,64.400,560.363,+37.942894°,–76.730561°,Virginia
VA,51161,Roanoke,92376,648.8380000000001,1.887,650.725,+37.331077°,–80.190110°,Virginia
VA,51163,Rockbridge,22307,1547.6689999999999,8.841,1556.51,+37.814517°,–79.447754°,Virginia
VA,51165,Rockingham,76314,2199.1220000000003,11.061,2210.1820000000002,+38.511257°,–78.876307°,Virginia
VA,51167,Russell,28897,1227.193,7.594,1234.787,+36.933420°,–82.095934°,Virginia
VA,51169,Scott,23177,1387.017,8.052,1395.069,+36.712778°,–82.613627°,Virginia
VA,51171,Shenandoah,41993,1317.723,8.802,1326.525,+38.856204°,–78.573987°,Virginia
VA,51173,Smyth,32208,1167.8980000000001,3.526,1171.424,+36.842318°,–81.539786°,Virginia
VA,51175,Southampton,18570,1551.777,8.248,1560.025,+36.720173°,–77.103856°,Virginia
VA,51177,Spotsylvania,122397,1039.871,33.048,1072.9180000000001,+38.182311°,–77.656280°,Virginia
VA,51179,Stafford,128961,696.592,28.419,725.0110000000001,+38.418933°,–77.459043°,Virginia
